"TOPIC","SUBTOPIC","SUBTOPIC_ID","TAXONOMY","TAXONOMY_ID","CLASSIFICATION","CLASSIFICATION_ID","GROUP","GROUP_ID","GROUP_ORDER","SUBGROUP","SUBGROUP_ID","SUBGROUP_ORDER","NESTING_LABEL","NESTING_LABEL_ID","ESTIMATE_TYPE","ESTIMATE_TYPE_ID","TIME_PERIOD","TIME_PERIOD_ID","ESTIMATE","STANDARD_ERROR","ESTIMATE_LCI","ESTIMATE_UCI","FLAG","FOOTNOTE_ID_LIST"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","2005-2008","5","35.1","1.9",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","2009-2012","6","38.3","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","2013-2016","7","39.8","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, age adjusted","1","2017-3/2020","8","33.1","1.9",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","1988-1994","1","27.6","1.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","2001-2004","4","26.6","2.7",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","2005-2008","5","27.6","2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","2009-2012","6","30.8","2.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","2013-2016","7","33.6","1.8",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic","4.15","29","Female","10","Percent of population, crude","2","2017-3/2020","8","27.3","1.9",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","1988-1994","1",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","2001-2004","4",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","2005-2008","5",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","2009-2012","6","37.5","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","2013-2016","7","39.3","1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, age adjusted","1","2017-3/2020","8","36.2","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","1988-1994","1",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","2001-2004","4",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","2005-2008","5",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","2009-2012","6","31.7","1.6",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","2013-2016","7","34.3","1.2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: All races, Hispanic, Mexican","4.14","30","Female","10","Percent of population, crude","2","2017-3/2020","8","33.4","2.4",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","1988-1994","1",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","2001-2004","4",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","2005-2008","5",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","2009-2012","6",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","2013-2016","7","36.8","1.7",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, age adjusted","1","2017-3/2020","8","40","1.8",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","1988-1994","1",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","2001-2004","4",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","2005-2008","5",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","2009-2012","6",,,,,"- - -","NA0004,FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","2013-2016","7","36.6","2.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Asian only, non-Hispanic","4.11","31","Female","10","Percent of population, crude","2","2017-3/2020","8","40.7","2.4",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","1988-1994","1","50.3","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","2001-2004","4","56.1","1.9",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","2005-2008","5","51.9","1.3",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","2009-2012","6","56.4","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","2013-2016","7","54.1","1.2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, age adjusted","1","2017-3/2020","8","59.9","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","1988-1994","1","44.3","1.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","2001-2004","4","52.8","2.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","2005-2008","5","50.8","1.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","2009-2012","6","56.3","1.6",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","2013-2016","7","54.6","1.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: Black only, non-Hispanic","4.12","32","Female","10","Percent of population, crude","2","2017-3/2020","8","61","1.9",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","1988-1994","1","34.6","1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","2001-2004","4","40.2","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","2005-2008","5","39.6","1.2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","2009-2012","6","38.6","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","2013-2016","7","37.8","1.1",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, age adjusted","1","2017-3/2020","8","40.4","2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","1988-1994","1","36","1.2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","2001-2004","4","43.7","1.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","2005-2008","5","44.9","1.2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","2009-2012","6","44.8","1.5",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","2013-2016","7","45.3","1.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Female: White only, non-Hispanic","4.13","33","Female","10","Percent of population, crude","2","2017-3/2020","8","47.7","2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","1988-1994","1","52.1","1.6",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","2001-2004","4","48.2","1.8",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","2005-2008","5","44.7","2.3",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","2009-2012","6","44.3","1.7",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","2013-2016","7","46.3","2",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, age adjusted","1","2017-3/2020","8","51.3","2.4",,,,"FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","1988-1994","1","41.5","2.2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","1995-1998","2",,,,,"- - -","FN0054,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","1999-2000","3",,,,,"- -","FN0054,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","2001-2004","4","36.5","2.7",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","2005-2008","5","36.6","2.3",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","2009-2012","6","36.4","2.1",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","2013-2016","7","40.8","2.4",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic","4.25","34","Male","20","Percent of population, crude","2","2017-3/2020","8","45.1","2.2",,,,"FN0054,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","1988-1994","1",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","1995-1998","2",,,,,"- - -","FN0054,FN0027,NT0009,SC0004,NA0004,NT9997,FN9995"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","1999-2000","3",,,,,"- -","FN0054,FN0027,NT0009,SC0004,NA0012,NT9997"
"Hypertension, measured, more detail",,,"Cardiovascular diseases","60","Multiple Characteristics","5","Sex and race and Hispanic origin","4","6","Male: All races, Hispanic, Mexican","4.24","35","Male","20","Percent of population, age adjusted","1","2001-2004","4",,,,,"- - -","NA0004,FN0054,FN0027,NT0009,SC0004,NT9997"
